URL;Name/Alias;Appearances;Current?;Gender;Probationary Introl;Full/Reserve Avengers Intro;Year;Years since joining;Honorary;Death1;Return1;Death2;Return2;Death3;Return3;Death4;Return4;Death5;Return5;Notes;N/A
http://marvel.wikia.com/Hollow_(Earth-616)#;Yvette;22;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Julie_Power_(Earth-616)#;Julie Power;153;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Alani_Ryan_(Earth-616)#;Alani Ryan;73;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Ken_Mack_(Earth-616)#;Ken Mack;59;NO;MALE;N/A;10-Aug;2010;5;Academy;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Murderworld during Avengers Arena;N/A
http://marvel.wikia.com/Humberto_Lopez_(Earth-616)#;Humberto Lopez;66;YES;MALE;N/A;10-Aug;2010;5;Academy;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Murderworld during Avengers Arena;N/A
http://marvel.wikia.com/Johnathon_Gallo_(Earth-616)#;Johnny Gallo;43;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Lyra_(Earth-8009)#;Lyra;55;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Anya_Corazon_(Earth-616)#;Anya Corazon;108;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Brandon_Sharpe_(Earth-616)#;Brandon Sharpe;64;YES;MALE;N/A;10-Aug;2010;5;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Kevin_Masterson_(Earth-616)#;Kevin Masterson;62;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Michiko_Musashi_(Earth-616)#;Michiko Musashi;94;YES;FEMALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Takashi_Matsuya_(Earth-616)#;Taki Matsuya;18;YES;MALE;N/A;N/A;1900;115;Academy;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Daisy_Johnson_(Earth-616)#;Daisy Johnson;81;NO;FEMALE;N/A;12-Jan;2012;3;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Ororo_Munroe_(Earth-616)#;Ororo Munroe;1598;NO;FEMALE;N/A;12-Jan;2012;3;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Matthew_Murdock_(Earth-616)#;Matt Murdock;1375;NO;MALE;N/A;11-Nov;2011;4;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Eugene_Thompson_(Earth-616)#;Flash Thompson;746;YES;MALE;N/A;12-Apr;2012;3;Honorary;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Otto_Octavius_(Earth-616)#;Otto Octavius;561;NO;MALE;N/A;13-Jan;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Superior_Spider-Man_Vol_1_30. ;N/A
http://marvel.wikia.com/Alexander_Summers_(Earth-616)#;Alex Summers;592;YES;MALE;N/A;12-Dec;2012;3;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Samuel_Guthrie_(Earth-616)#;Samuel Guthrie;679;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Roberto_da_Costa_(Earth-616)#;Roberto da Costa;491;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Eden_Fesi_(Earth-616)#;Eden Fesi;65;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Captain_Universe_(Earth-616)#;N/A;55;YES;MALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Isabel_Kane_(Earth-616)#;Izzy Kane;44;YES;FEMALE;N/A;13-Feb;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Marcus_Milton_(Earth-13034)#;Marcus Milton;65;YES;MALE;N/A;13-Feb;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32. ;N/A
http://marvel.wikia.com/Rogue_(Anna_Marie)_(Earth-616)#;Anna Marie;877;YES;FEMALE;N/A;13-Apr;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Shiro_Yoshida_(Earth-616)#;Shiro Yoshida;176;YES;MALE;N/A;13-May;2013;2;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Uncanny_Avengers_Vol_1_22. Returned when 'he was able to use his power to transform his body into a state of pure energy ';N/A
http://marvel.wikia.com/Ex_Nihilo_(Earth-616)#;N/A;24;YES;MALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Abyss_(Ex_Nihilo%27s)_(Earth-616)#;N/A;25;YES;FEMALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Nightmask_(Earth-616)#;Adam;35;YES;MALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Kevin_Connor_(Earth-616)#;Kevin Kale Connor;44;YES;MALE;N/A;13-Oct;2013;2;Full;YES;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in New_Avengers_Vol_3_32;N/A
http://marvel.wikia.com/Sam_Alexander_(Earth-616)#;Sam Alexander;78;YES;MALE;N/A;15-Feb;2015;0;Honorary;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/America_Chavez_(Earth-616)#;America Chavez;22;YES;FEMALE;N/A;13-Jul;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Loki_Laufeyson_(Ikol)_(Earth-616)#;Loki Laufeyson;77;NO;MALE;N/A;13-Jul;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/David_Alleyne_(Earth-616)#;David Alleyne;115;YES;MALE;N/A;13-Sep;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Nicholas_Fury;_Jr._(Earth-616)#;Nicholas Fury, Jr., Marcus Johnson;77;YES;MALE;N/A;13-Apr;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA
http://marvel.wikia.com/Phillip_Coulson_(Earth-616)#;Phillip Coulson;69;YES;MALE;N/A;13-Apr;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Tony_Masters_(Earth-616)#;Tony Masters;173;NO;MALE;N/A;13-May;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Victor_Mancha_(Earth-616)#;Victor Mancha;75;YES;MALE;N/A;13-Sep;2013;2;Full;YES;YES;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Died in Avengers_A.I._Vol_1_4. Returned in Avengers_A.I._Vol_1_9. ;N/A
http://marvel.wikia.com/Monica_Chang_(Earth-616)#;Monica Chang;12;YES;FEMALE;N/A;13-Sep;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Doombot_(Avenger)_(Earth-616)#;N/A;14;YES;MALE;N/A;13-Sep;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Alexis_(Earth-616)#;Alexis;13;YES;FEMALE;N/A;13-Nov;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Eric_Brooks_(Earth-616)#;Eric Brooks;198;YES;MALE;N/A;13-Nov;2013;2;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Adam_Brashear_(Earth-616)#;Adam Brashear;29;YES;MALE;N/A;14-Jan;2014;1;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Victor_Alvarez_(Earth-616)#;Victor Alvarez;45;YES;MALE;N/A;14-Jan;2014;1;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Ava_Ayala_(Earth-616)#;Ava Ayala;49;YES;FEMALE;N/A;14-Jan;2014;1;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
http://marvel.wikia.com/Kaluu_(Earth-616)#;Kaluu;35;YES;MALE;N/A;15-Jan;2015;0;Full;NO;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;NA;N/A
